Predict
"[99.999992,14.924328],"
"[99.99958,13.396611],"
"[99.99939,13.88065],"
"[99.99922,13.4085],"
"[99.998898,13.408237],"
"[99.998871,13.407945],"
"[99.998764,13.406816],"
"[99.99873,13.802505],"
"[99.998627,13.406513],"
"[99.997368,15.757653],"
"[99.997307,15.276385],"
"[99.99665,13.875156],"
"[99.996536,13.539597],"
"[99.996366,13.401528],"
"[99.9959,13.801696],"
"[99.99501,13.51464],"
"[99.99443,13.991317],"
"[99.994232,14.972525],"
"[99.994156,14.435534],"
"[99.993208,13.408274],"
"[99.993042,14.421975],"
"[99.99262,13.418888],"
"[99.992518,14.157673],"
"[99.99172,13.38465],"
"[99.991475,13.391915],"
"[99.991398,13.190806],"
"[99.991112,14.002408],"
"[99.990762,14.04527],"
"[99.990727,14.043323],"
"[99.99055,13.384257],"
"[99.990513,15.416003],"
"[99.990008,14.00354],"
"[99.98837,13.38808],"
"[99.988363,14.083305],"
"[99.98832,13.65895],"
"[99.988081,14.08747],"
"[99.987625,13.371939],"
"[99.987505,13.383133],"
"[99.986379,15.769548],"
"[99.985954,15.769772],"
"[99.985833,15.769833],"
"[99.985825,14.12746],"
"[99.985692,15.769993],"
"[99.985645,14.818122],"
"[99.98554,15.769981],"
"[99.985292,15.770168],"
"[99.98512,14.139148],"
"[99.985033,15.37822],"
"[99.98432,15.77117],"
"[99.984032,15.767074],"
"[99.983223,13.421443],"
"[99.9821,13.201],"
"[99.982,13.420816],"
"[99.981532,15.774225],"
"[99.981302,13.904767],"
"[99.981232,13.385366],"
"[99.98117,13.83216],"
"[99.981106,13.011937],"
"[99.980835,14.503543],"
"[99.980476,13.402514],"
"[99.980462,13.40258],"
"[99.980333,13.419833],"
"[99.980209,13.401698],"
"[99.979689,13.445316],"
"[99.979483,13.771555],"
"[99.978667,15.777],"
"[99.978225,13.381284],"
"[99.97778,13.07308],"
"[99.977428,14.038034],"
"[99.97619,15.77981],"
"[99.975508,15.309458],"
"[99.975235,13.798569],"
"[99.974886,13.666089],"
"[99.974333,13.848833],"
"[99.97402,15.78203],"
"[99.973568,13.411705],"
"[99.973376,13.49358],"
"[99.973353,13.492455],"
"[99.97335,13.49337],"
"[99.973333,13.494691],"
"[99.973282,13.491277],"
"[99.97328,13.491495],"
"[99.973276,13.491505],"
"[99.973268,13.495225],"
"[99.973263,13.491472],"
"[99.973183,13.496493],"
"[99.97307,13.5008],"
"[99.973065,13.485513],"
"[99.973053,13.795255],"
"[99.973051,13.501618],"
"[99.973041,13.500105],"
"[99.972952,13.502067],"
"[99.97295,13.502195],"
"[99.972923,13.486707],"
"[99.972917,13.50365],"
"[99.972816,13.506948],"
"[99.972768,13.507566],"
"[99.972768,13.507445],"
"[99.972767,13.50705],"
"[99.972735,13.507973],"
"[99.972723,13.509906],"
"[99.972667,13.510833],"
"[99.97266,13.511493],"
"[99.972655,13.510732],"
"[99.972653,13.511655],"
"[99.97264,13.51338],"
"[99.972619,13.51149],"
"[99.972585,13.511886],"
"[99.972565,13.514874],"
"[99.972538,13.518685],"
"[99.97247,13.517663],"
"[99.97245,13.510895],"
"[99.972431,13.511006],"
"[99.972426,13.506061],"
"[99.972418,13.513138],"
"[99.97241,13.51165],"
"[99.97237,13.519135],"
"[99.972335,13.519491],"
"[99.972327,13.507689],"
"[99.97232,13.519801],"
"[99.972253,13.51994],"
"[99.97208,13.52078],"
"[99.972031,13.510493],"
"[99.972023,13.479568],"
"[99.971833,13.520667],"
"[99.971511,15.784526],"
"[99.97146,13.52171],"
"[99.971395,13.52199],"
"[99.971268,13.98563],"
"[99.971263,13.520988],"
"[99.971233,13.5223],"
"[99.971176,13.908486],"
"[99.971065,15.92681],"
"[99.971054,13.523438],"
"[99.970961,13.523396],"
"[99.970815,13.482785],"
"[99.970756,13.523205],"
"[99.970703,13.523295],"
"[99.970648,13.523261],"
"[99.970634,13.524112],"
"[99.970634,13.523269],"
"[99.97059,13.5233],"
"[99.970586,13.522536],"
"[99.970533,14.016335],"
"[99.970345,13.52416],"
"[99.969955,14.869859],"
"[99.969856,13.522928],"
"[99.969818,13.523022],"
"[99.96927,13.52231],"
"[99.9692,13.522276],"
"[99.969145,13.522241],"
"[99.96907,13.527368],"
"[99.96894,14.41178],"
"[99.968933,13.522433],"
"[99.968712,13.48055],"
"[99.968518,14.96561],"
"[99.968295,14.377944],"
"[99.968235,13.522398],"
"[99.967796,13.553946],"
"[99.96724,13.47003],"
"[99.9671,13.52202],"
"[99.966866,13.521935],"
"[99.966853,13.52193],"
"[99.96685,13.52194],"
"[99.9665,13.521667],"
"[99.96648,13.41428],"
"[99.966461,13.439901],"
"[99.96646,15.79041],"
"[99.966167,13.521667],"
"[99.966067,13.442722],"
"[99.966058,13.521078],"
"[99.966048,13.521312],"
"[99.96595,13.52162],"
"[99.965925,13.520983],"
"[99.96592,13.44429],"
"[99.965843,13.520973],"
"[99.9657,13.43635],"
"[99.965683,13.521717],"
"[99.965656,13.436239],"
"[99.965646,13.436486],"
"[99.965584,13.953999],"
"[99.965517,13.43652],"
"[99.96548,13.434883],"
"[99.965458,13.434815],"
"[99.9654,13.414767],"
"[99.965167,13.4505],"
"[99.965111,13.545462],"
"[99.96489,13.427081],"
"[99.964583,13.430945],"
"[99.96445,13.4304],"
"[99.964333,13.415333],"
"[99.964235,13.429501],"
"[99.964073,13.521789],"
"[99.963748,13.427878],"
"[99.963715,13.416495],"
"[99.963617,13.417022],"
"[99.96361,13.418401],"
"[99.963608,13.521793],"
"[99.96358,13.521783],"
"[99.963473,13.418138],"
"[99.963364,13.521698],"
"[99.963262,13.41975],"
"[99.963167,13.420667],"
"[99.963112,13.521651],"
"[99.963,13.421333],"
"[99.962983,13.4555],"
"[99.962916,13.521601],"
"[99.962667,13.473833],"
"[99.96266,13.42319],"
"[99.962649,13.423967],"
"[99.962575,13.473628],"
"[99.962528,13.423326],"
"[99.96232,13.521357],"
"[99.962218,13.52131],"
"[99.962169,13.797301],"
"[99.962166,13.521301],"
"[99.96189,13.521194],"
"[99.961825,13.522203],"
"[99.9617,13.521011],"
"[99.961666,13.522139],"
"[99.961657,13.521712],"
"[99.96165,13.521977],"
"[99.961508,13.520818],"
"[99.961445,13.52075],"
"[99.961378,13.466742],"
"[99.961304,13.75801],"
"[99.961273,13.757847],"
"[99.960835,13.520654],"
"[99.960749,13.466168],"
"[99.960557,13.520408],"
"[99.960541,13.520391],"
"[99.9605,13.520333],"
"[99.960449,13.52037],"
"[99.960418,13.520396],"
"[99.960292,13.520343],"
"[99.960236,13.519868],"
"[99.96012,13.52068],"
"[99.96006,13.519896],"
"[99.96006,13.519818],"
"[99.960048,13.520003],"
"[99.96,13.52054],"
"[99.959993,13.466243],"
"[99.95999,13.52104],"
"[99.95997,13.52047],"
"[99.959943,13.519733],"
"[99.959938,13.520055],"
"[99.959923,13.520075],"
"[99.9599,13.5204],"
"[99.95989,13.52039],"
"[99.95987,13.5204],"
"[99.959865,13.52046],"
"[99.95986,13.52037],"
"[99.959845,13.520681],"
"[99.959825,13.467515],"
"[99.959813,13.520611],"
"[99.95981,13.46446],"
"[99.95978,13.79647],"
"[99.95976,13.520188],"
"[99.959667,13.521],"
"[99.959544,13.520113],"
"[99.959511,13.520102],"
"[99.95943,13.520119],"
"[99.959418,13.520103],"
"[99.959182,13.519373],"
"[99.959045,13.519426],"
"[99.958986,13.519141],"
"[99.958957,13.51961],"
"[99.95895,13.519533],"
"[99.958946,13.518961],"
"[99.958903,13.518581],"
"[99.958795,13.519923],"
"[99.958793,13.518658],"
"[99.95878,13.518693],"
"[99.958733,14.790386],"
"[99.958638,13.520031],"
"[99.958541,13.518688],"
"[99.95843,13.518676],"
"[99.958253,13.518403],"
"[99.958103,13.52134],"
"[99.958015,13.425303],"
"[99.95782,13.900761],"
"[99.957455,13.429147],"
"[99.957425,13.428827],"
"[99.9566,13.464963],"
"[99.956146,14.073684],"
"[99.955997,13.427477],"
"[99.955558,13.368815],"
"[99.954673,13.368255],"
"[99.954437,13.33965],"
"[99.953331,13.471926],"
"[99.952743,15.805236],"
"[99.952599,13.51534],"
"[99.952545,14.7741],"
"[99.952414,14.576424],"
"[99.95225,13.109004],"
"[99.95217,13.36692],"
"[99.952156,13.367165],"
"[99.952011,13.366656],"
"[99.952,13.36673],"
"[99.951921,13.518571],"
"[99.951893,13.366978],"
"[99.9515,13.521],"
"[99.950794,13.094907],"
"[99.950737,13.32496],"
"[99.950325,13.10437],"
"[99.949907,13.083587],"
"[99.949611,13.102998],"
"[99.94895,15.809602],"
"[99.948817,13.794718],"
"[99.9482,13.7932],"
"[99.947814,13.918701],"
"[99.947807,14.010874],"
"[99.947733,13.072936],"
"[99.947502,13.078662],"
