Predict
"[99.999985,13.410731],"
"[99.99997,13.4108],"
"[99.999962,13.408854],"
"[99.999835,13.406593],"
"[99.99982,13.40883],"
"[99.999809,13.410665],"
"[99.999786,13.41064],"
"[99.999718,13.408478],"
"[99.999672,13.408876],"
"[99.999597,13.391783],"
"[99.99959,13.408847],"
"[99.999578,13.408873],"
"[99.99955,13.92287],"
"[99.999546,13.409538],"
"[99.99951,13.40918],"
"[99.999505,13.40927],"
"[99.9995,13.409333],"
"[99.999476,13.408835],"
"[99.99947,13.40962],"
"[99.99943,13.41266],"
"[99.99942,13.409546],"
"[99.999418,13.407776],"
"[99.999405,13.409073],"
"[99.999405,13.409066],"
"[99.999398,13.408955],"
"[99.999333,13.408833],"
"[99.999268,13.40915],"
"[99.999268,13.409148],"
"[99.99926,13.40972],"
"[99.99926,13.408875],"
"[99.999173,13.410625],"
"[99.999171,13.408521],"
"[99.999167,13.4095],"
"[99.999167,13.4085],"
"[99.999123,15.246172],"
"[99.9991,13.4091],"
"[99.999057,13.408887],"
"[99.99905,13.410195],"
"[99.999033,13.409767],"
"[99.999029,13.408404],"
"[99.999,13.4105],"
"[99.998986,13.408636],"
"[99.998983,13.4093],"
"[99.998973,13.408882],"
"[99.99897,13.408835],"
"[99.998966,13.408748],"
"[99.998955,13.40864],"
"[99.998924,13.40878],"
"[99.998918,13.40857],"
"[99.998888,13.408191],"
"[99.998863,13.407808],"
"[99.998863,13.407512],"
"[99.998856,13.40758],"
"[99.998817,13.414351],"
"[99.998814,13.407848],"
"[99.99881,13.40714],"
"[99.998802,13.407185],"
"[99.998667,13.407],"
"[99.998637,13.406565],"
"[99.998589,13.405873],"
"[99.998538,13.40604],"
"[99.998447,13.405743],"
"[99.998428,13.404292],"
"[99.998405,13.923103],"
"[99.998337,13.406941],"
"[99.998331,13.409486],"
"[99.998196,13.408745],"
"[99.998167,13.405167],"
"[99.998029,13.408748],"
"[99.998001,13.401378],"
"[99.99794,13.50073],"
"[99.99789,13.41566],"
"[99.997637,13.415633],"
"[99.9976,13.4081],"
"[99.997185,13.914955],"
"[99.996783,13.401206],"
"[99.996689,13.955575],"
"[99.996466,13.416551],"
"[99.996333,15.7585],"
"[99.995981,13.387918],"
"[99.995932,15.75908],"
"[99.995674,13.391762],"
"[99.99544,13.471078],"
"[99.995323,15.929735],"
"[99.99524,13.97736],"
"[99.995132,13.991592],"
"[99.995094,13.956966],"
"[99.99487,13.467893],"
"[99.99475,13.408053],"
"[99.994717,13.417532],"
"[99.99471,13.423028],"
"[99.994413,13.801173],"
"[99.99408,13.3783],"
"[99.99392,15.41325],"
"[99.993917,13.378213],"
"[99.993858,13.422135],"
"[99.99368,13.848433],"
