Predict
"[100,13.410667],"
"[98.38698,15.301591],"
"[98.387827,15.301996],"
"[98.388946,15.30688],"
"[98.391281,15.30338],"
"[98.39169,15.30357],"
"[98.3922,15.30354],"
"[98.392305,15.303633],"
"[98.39822,15.30584],"
"[98.399552,15.305256],"
"[98.40696,15.30239],"
"[98.41325,15.295167],"
"[98.420133,15.287],"
"[98.420646,15.261628],"
"[98.444923,15.132017],"
"[98.448097,15.131164],"
"[98.4485,15.137407],"
"[98.45096,15.156338],"
"[98.45409,15.16476],"
"[98.469756,15.173516],"
"[98.4865,15.1705],"
"[98.568376,14.640508],"
"[98.57738,14.742388],"
"[98.59609,14.79599],"
"[98.6195,15.004833],"
"[98.629965,14.985542],"
"[98.631497,14.981406],"
"[98.631513,14.980701],"
"[98.632823,14.745923],"
"[98.63992,14.739838],"
"[98.641003,14.737861],"
"[98.644742,14.752575],"
"[98.64517,14.73765],"
"[98.64715,14.735755],"
"[98.64726,14.735672],"
"[98.715921,14.625426],"
"[98.727417,14.591166],"
"[98.729767,14.591572],"
"[98.745108,14.576859],"
"[98.74525,14.576871],"
"[98.845913,14.474145],"
"[98.846008,14.47734],"
"[98.84603,14.474066],"
"[98.85123,14.43841],"
"[98.875033,15.823545],"
"[98.954796,14.353163],"
"[98.955095,14.35257],"
"[98.9551,14.3527],"
"[98.955101,14.3527],"
"[98.955134,14.350289],"
"[98.955154,14.352397],"
"[98.955347,14.352031],"
"[98.95771,14.354651],"
"[98.958046,14.352959],"
"[98.958046,14.353113],"
"[98.958667,14.352333],"
"[98.958678,14.352528],"
"[98.96798,14.345583],"
"[98.9694,14.3292],"
"[98.971593,14.339712],"
"[98.980018,13.823956],"
"[98.98041,14.33001],"
"[98.990726,14.312625],"
"[98.995387,14.63697],"
"[99.000608,14.281536],"
"[99.000626,14.28168],"
"[99.00073,14.28116],"
"[99.00075,14.28169],"
"[99.00078,14.281088],"
"[99.001136,14.281736],"
"[99.001203,14.28166],"
"[99.001343,14.281499],"
"[99.001828,14.281454],"
"[99.001945,14.28164],"
"[99.002136,14.28441],"
"[99.002346,14.284678],"
"[99.004167,14.278333],"
"[99.00525,14.279096],"
"[99.007536,14.289263],"
"[99.01338,14.283562],"
"[99.015961,14.254043],"
"[99.016667,14.278167],"
"[99.01736,14.240325],"
"[99.019135,14.274484],"
"[99.028167,14.267167],"
"[99.047813,14.24707],"
"[99.048233,14.24678],"
"[99.048393,14.246576],"
"[99.053865,14.24135],"
"[99.058045,14.237605],"
"[99.058775,14.23713],"
"[99.060313,14.210321],"
"[99.061562,14.234212],"
"[99.062103,14.222665],"
"[99.06276,14.2326],"
"[99.06283,14.2341],"
"[99.063011,14.223969],"
"[99.06369,14.23132],"
"[99.064018,14.230813],"
"[99.065443,14.229087],"
"[99.066338,14.227744],"
"[99.066661,14.229543],"
"[99.067176,14.234793],"
"[99.067255,14.23007],"
"[99.0705,14.223333],"
"[99.07417,14.21965],"
"[99.074378,14.219765],"
"[99.082467,13.929513],"
"[99.08275,13.925656],"
"[99.08292,13.92514],"
"[99.083038,13.92417],"
"[99.083043,13.924303],"
"[99.083092,13.926347],"
"[99.083558,13.926154],"
"[99.084,14.213158],"
"[99.084038,13.930875],"
"[99.08421,13.92282],"
"[99.086337,14.211798],"
"[99.086945,13.931815],"
"[99.094272,14.207335],"
"[99.09878,14.219093],"
"[99.102554,14.157849],"
"[99.10656,14.46764],"
"[99.12215,14.39876],"
"[99.12344,14.46536],"
"[99.128101,14.43156],"
"[99.128654,14.387366],"
"[99.12895,14.40953],"
"[99.13016,14.41034],"
"[99.13084,14.409935],"
"[99.131248,14.111493],"
"[99.131445,14.424883],"
"[99.131783,13.926554],"
"[99.132263,14.42595],"
"[99.135723,14.113915],"
"[99.13599,14.38381],"
"[99.136846,14.115543],"
"[99.13707,14.423376],"
"[99.137851,14.117135],"
"[99.13812,14.38158],"
"[99.139586,14.120375],"
"[99.139614,14.120349],"
"[99.13977,14.12099],"
"[99.14045,14.120891],"
"[99.14059,14.11982],"
"[99.14123,14.37932],"
"[99.142906,14.385468],"
"[99.143443,14.376998],"
"[99.14357,14.385913],"
"[99.143692,14.117501],"
"[99.144,14.375167],"
"[99.144385,14.38548],"
"[99.1444,14.3749],"
"[99.144535,14.111023],"
"[99.144543,14.110782],"
"[99.14801,13.897558],"
"[99.148107,14.114625],"
"[99.148659,13.897245],"
"[99.148953,14.117767],"
"[99.149772,14.374093],"
"[99.15222,14.11622],"
"[99.152418,14.112755],"
"[99.15337,13.89408],"
"[99.15439,14.110474],"
"[99.15484,14.10971],"
"[99.155296,14.36282],"
"[99.155387,14.363048],"
"[99.156082,14.114574],"
"[99.159615,14.107081],"
"[99.160155,14.107112],"
"[99.163406,14.107079],"
"[99.164299,14.106765],"
"[99.16456,14.106807],"
"[99.165,14.1064],"
"[99.16584,14.128845],"
"[99.166908,13.859908],"
"[99.167112,14.128183],"
"[99.171333,14.529176],"
"[99.17206,14.12557],"
"[99.17282,14.09787],"
"[99.173843,14.124657],"
"[99.17748,14.122676],"
